Department,Service Code,Service Name,Amount,Description,Category,Workflow Type,Requires Visit,Requires Consultation,Auto Bill,Bill Timing,Allowed Roles,Is Active
PHARMACY,PHARM-0255,CLINITEST TAB,500.00,CLINITEST TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0256,CLITEX SUSP 250ML,4000.00,CLITEX SUSP 250ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0257,CLOBETASOL CREAM 45G-REDEEM,4000.00,CLOBETASOL CREAM 45G-REDEEM,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0258,CLOMID 50MG,12000.00,CLOMID 50MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0259,CLOMIFENE,8500.00,CLOMIFENE,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0260,CLOMIGEN,8500.00,CLOMIGEN,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0261,CLONIDINE 100MCG,1000.00,CLONIDINE 100MCG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0262,CLOPIDOGREL 75MG (PER TAB),450.00,CLOPIDOGREL 75MG (PER TAB),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0263,"CLOTRIMAZOLE VAGINAL, PESSARIES",5000.00,"CLOTRIMAZOLE VAGINAL, PESSARIES",DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0264,CLOXACILLIN 250MG,800.00,CLOXACILLIN 250MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0265,CO-ARINATE ADULT,2000.00,CO-ARINATE ADULT,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0266,CO-ARINATE JUNIOR,1800.00,CO-ARINATE JUNIOR,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0267,COARTEM 80/480 (Artemeter/ lumefantrine) PER PACK,10000.00,COARTEM 80/480 (Artemeter/ lumefantrine) PER PACK,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0268,COARTEM D 20/120MG,5000.00,COARTEM D 20/120MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0269,COARTEM SYR,4500.00,COARTEM SYR,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0270,CO-ARTESIANE SUSP,4500.00,CO-ARTESIANE SUSP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0271,CO-ARTESIANE SUSP  60ML,4500.00,CO-ARTESIANE SUSP  60ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0272,CO-ARTESIANE SUSP 120ML,4500.00,CO-ARTESIANE SUSP 120ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0273,COCODAMOL 30/ 500MG (PER TAB),900.00,COCODAMOL 30/ 500MG (PER TAB),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0274,COCODAMOL 8/500MG (PER TAB),600.00,COCODAMOL 8/500MG (PER TAB),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0275,CO-DIOVAN 160MG TABLET,4000.00,CO-DIOVAN 160MG TABLET,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0276,CO-DIOVAN 80/25MG TABLET,2000.00,CO-DIOVAN 80/25MG TABLET,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0277,CO-DIOVAN 80MG TABLET,2000.00,CO-DIOVAN 80MG TABLET,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0278,CODOLIN COUGH SYRUP (HMO),2400.00,CODOLIN COUGH SYRUP (HMO),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0279,COFEX SYRUP,3500.00,COFEX SYRUP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0280,COFLAX COUGH SYRUP {CHILD} (PRIVATE & HMO),2800.00,COFLAX COUGH SYRUP {CHILD} (PRIVATE & HMO),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0281,COLIPAN  10MG,1000.00,COLIPAN  10MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0282,COLIPAN ALIXIR 5MG/5ML-100ML,4000.00,COLIPAN ALIXIR 5MG/5ML-100ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0283,COLLOMACK SOLUTION - 10ML,10000.00,COLLOMACK SOLUTION - 10ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0284,COLOSTOMY BAG SIZE 50,48000.00,COLOSTOMY BAG SIZE 50,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0285,COLOSTOMY BAG SIZE 55,50000.00,COLOSTOMY BAG SIZE 55,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0286,COLOSTOMY BAG SIZE 5600,50000.00,COLOSTOMY BAG SIZE 5600,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0287,COLOSTOMY BAG SIZE 5900,60000.00,COLOSTOMY BAG SIZE 5900,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0288,COLOSTOMY BAG SIZE 60,65000.00,COLOSTOMY BAG SIZE 60,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0289,COMBANTRIN 125MG,2000.00,COMBANTRIN 125MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0290,COMBANTRIN 250MG/5ML,3000.00,COMBANTRIN 250MG/5ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0291,COMBVIR TAB 450MG,4000.00,COMBVIR TAB 450MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0292,CONESTEN PESSARY,6000.00,CONESTEN PESSARY,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0293,COPPER T( IUCD),12000.00,COPPER T( IUCD),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0294,CO-PROXAMOL,500.00,CO-PROXAMOL,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0295,CORDARONE 200MG TAB,1000.00,CORDARONE 200MG TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0296,CO-TENINDONE 100MG TAB,500.00,CO-TENINDONE 100MG TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0297,CO-TENINDONE 50MG TAB,500.00,CO-TENINDONE 50MG TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0298,CO-TRIMAZOLE 240MG/5ML,2000.00,CO-TRIMAZOLE 240MG/5ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0299,CO-TRIMAZOLE 480MG,2000.00,CO-TRIMAZOLE 480MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0300,COTRIMOXAZOLE 960MG,200.00,COTRIMOXAZOLE 960MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0301,Cotton Guaze,3000.00,Cotton Guaze,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0302,cotton whool (Large),800.00,cotton whool (Large),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0303,Cotton whool (small),300.00,Cotton whool (small),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0304,COVERSYL 5MG,500.00,COVERSYL 5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0305,COZAAR 50MG TABLET,1500.00,COZAAR 50MG TABLET,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0306,CRYSTALLINE INJECTION,4000.00,CRYSTALLINE INJECTION,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0307,CYCLOGEST 400MG PESSARY,2600.00,CYCLOGEST 400MG PESSARY,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0308,CYTOTEC 200MG (PER TAB),1000.00,CYTOTEC 200MG (PER TAB),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0309,DAFLON,2500.00,DAFLON,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0310,DALACIN C 300MG,6000.00,DALACIN C 300MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0311,DALACIN T 1% SOLUTION,5500.00,DALACIN T 1% SOLUTION,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0312,DAONIL 5MG,800.00,DAONIL 5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0313,DARROWS SOLUTION 1/2 STRENGHT,3000.00,DARROWS SOLUTION 1/2 STRENGHT,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0314,DARROWS SOLUTION FULL STRENGHT,3000.00,DARROWS SOLUTION FULL STRENGHT,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0315,DEEP HEAT SPRAY,4500.00,DEEP HEAT SPRAY,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0316,DEPO PROVERA 150 MG INJ,5500.00,DEPO PROVERA 150 MG INJ,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0317,DEPOMEDROL  INJ 80MG,5000.00,DEPOMEDROL  INJ 80MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0318,DEPOMEDROL INJ 40MG,4000.00,DEPOMEDROL INJ 40MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0319,DEQUADIN LOZENGES,1500.00,DEQUADIN LOZENGES,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0320,DERMAZINE CREAM  50MG,5500.00,DERMAZINE CREAM  50MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0321,DERMAZINE CREAM 25MG,5000.00,DERMAZINE CREAM 25MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0322,DERMOVATE CREAM 25G,3000.00,DERMOVATE CREAM 25G,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0323,DETRUSITOL 2MG,1800.00,DETRUSITOL 2MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0324,DETRUSITOL XL 4MG,4000.00,DETRUSITOL XL 4MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0325,dexamethasone 1mg,150.00,dexamethasone 1mg,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0326,DEXAMETHASONE 4MG,200.00,DEXAMETHASONE 4MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0327,Dexamethasone 8mg,300.00,Dexamethasone 8mg,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0328,dexamethasone injection,1000.00,dexamethasone injection,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0329,"DEXTROSE 4.3% /NORM.SALINE,0.18%",2500.00,"DEXTROSE 4.3% /NORM.SALINE,0.18%",DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0330,DEXTROSE 5% INFUSION,3000.00,DEXTROSE 5% INFUSION,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0331,DEXTROSE SALINE 10%,1500.00,DEXTROSE SALINE 10%,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0332,DHEA 50mg,18000.00,DHEA 50mg,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0333,DIABENESE,800.00,DIABENESE,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0334,DIABETIN 450MG,1200.00,DIABETIN 450MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0335,DIAMICRON 60mg,10000.00,DIAMICRON 60mg,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0336,DIASTOP SUSP,3500.00,DIASTOP SUSP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0337,DIAZEPAM 10 INJ,1000.00,DIAZEPAM 10 INJ,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0338,DIAZEPAM 5MG Tab (per Card),2500.00,DIAZEPAM 5MG Tab (per Card),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0339,DICLOFENAC 75MG INJ,1500.00,DICLOFENAC 75MG INJ,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0340,DICLOFENAC SUPPOSITORY (VOLTAREN) (PRIVATE) 100MG (PER SUPP),4500.00,DICLOFENAC SUPPOSITORY (VOLTAREN) (PRIVATE) 100MG (PER SUPP),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0341,DICLOFENAC SUPPOSITORY {VOLTAREN} 50mg (PRIVATE),2000.00,DICLOFENAC SUPPOSITORY {VOLTAREN} 50mg (PRIVATE),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0342,DICLOFENAC SUPPOSITORY 50MG {VOLDNAC} (HMO),600.00,DICLOFENAC SUPPOSITORY 50MG {VOLDNAC} (HMO),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0343,DICLOFENAC SUPPOSITORY{VOLTAREN}12.5MG (PRIVATE) PER SUPP,1500.00,DICLOFENAC SUPPOSITORY{VOLTAREN}12.5MG (PRIVATE) PER SUPP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0344,DICLOMOL   TAB,1000.00,DICLOMOL   TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0345,DIFLUCAN,4000.00,DIFLUCAN,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0346,DIFLUCAN ( FLUCONAZOLE ) 50MG,3500.00,DIFLUCAN ( FLUCONAZOLE ) 50MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0347,DIGOXIN 0.25MG,1700.00,DIGOXIN 0.25MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0348,DIOVAN 160MG,2500.00,DIOVAN 160MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0349,DIOVAN 80MG,2000.00,DIOVAN 80MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0350,DIPROSONE CREAM 30G,3000.00,DIPROSONE CREAM 30G,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0351,Disposable Speculum,4000.00,Disposable Speculum,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0352,DITROPAN 5MG,1500.00,DITROPAN 5MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0353,DOCITAXEL 80MG INJ,1800.00,DOCITAXEL 80MG INJ,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0354,DOLOMETA B TAB,1200.00,DOLOMETA B TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0355,"DOLUTEGRAVIR,LAMUVIDINE TENOFOVIR",600.00,"DOLUTEGRAVIR,LAMUVIDINE TENOFOVIR",DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0356,DOPAMINE INJ 40MG,5000.00,DOPAMINE INJ 40MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0357,DOXYCYCLINE 100MG,150.00,DOXYCYCLINE 100MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0358,DPT,18000.00,DPT,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0359,DPT VACCINE (MULTI DOSE),18000.00,DPT VACCINE (MULTI DOSE),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0360,Drez Miconazole and Metronidazole Gel,7000.00,Drez Miconazole and Metronidazole Gel,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0361,Drip Giving Set,1200.00,Drip Giving Set,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0362,DRUGELA GEL,3500.00,DRUGELA GEL,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0363,DRUJELA GEL 10G,3500.00,DRUJELA GEL 10G,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0364,DUOVIR 650MG TAB,3500.00,DUOVIR 650MG TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0365,DUPHASON 10MG (PER TAB),900.00,DUPHASON 10MG (PER TAB),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0366,DYNAMOGEN LIQUID 10MLS,3000.00,DYNAMOGEN LIQUID 10MLS,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0367,EMAL 75MG/ML (PRIVATE),7000.00,EMAL 75MG/ML (PRIVATE),DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0368,ENALAPRIL 10MG TABLETS,2500.00,ENALAPRIL 10MG TABLETS,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0369,ENALAPRIL 5MG TABLETS,2000.00,ENALAPRIL 5MG TABLETS,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0370,ENCEPHABOL,2000.00,ENCEPHABOL,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0371,ENCEPHABOL SYR 100ML,3500.00,ENCEPHABOL SYR 100ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0372,ENCEPHABOL SYR 120ML,4000.00,ENCEPHABOL SYR 120ML,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0373,Eosol Anticeptic,5000.00,Eosol Anticeptic,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0374,ERGOMETRIN,2500.00,ERGOMETRIN,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0375,ERGOMETRIN  INJ,1500.00,ERGOMETRIN  INJ,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0376,ERYTHROMYCIN 500MG TAB,600.00,ERYTHROMYCIN 500MG TAB,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0377,ESIDREX 25MG,1000.00,ESIDREX 25MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0378,ESSENTIAL FORTE CAP,300.00,ESSENTIAL FORTE CAP,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0379,Estonegestrel,9000.00,Estonegestrel,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
PHARMACY,PHARM-0380,ETHAMBUTOL 400MG,6000.00,ETHAMBUTOL 400MG,DRUG,DRUG_DISPENSE,TRUE,TRUE,TRUE,AFTER,"DOCTOR, PHARMACIST",TRUE
